(Ashwattha tree) ripe fruit	(অশ্বত্থ গাছের) পাকা ফল
Mangan town	মাঙ্গন শহর
Manganwar	মাঙ্গনওয়ার
Loft	মাচা
Scaffolding	মাচান
Machiavelli	মাচিয়া
Fish	মাছ
Fishing	মাছ ধরা
Fishing rod	মাছ ধরার ছিপ
Fishing	মাছ শিকার
Fish	মাছরাঙা
Flies	মাছি
Fly rod	মাছি তাড়াবার ছড়ি
Flies	মাছিমারা
Fish thorns	মাছের কাঁটা
Pieces of fish	মাছের টুকরো
Fish bait	মাছের টোপ
Ointment	মাজন
Scrub	মাজা
Shrine	মাজার
In the middle	মাঝখানে
The middle room	মাঝঘর
Middle	মাঝধারা
Middle-aged	মাঝবয়সি
The boatman	মাঝি
Majhimalla	মাঝিমাল্লা
Sometimes	মাঝে
Intermediate	মাঝেলা
Medium	মাঝোলি
Manja	মাঞ্জা
Soil ants	মাটা পিঁপড়ে
Soil	মাটি
Digging	মাটি খোঁড়ার কাজ
Soil	মাটি.মৃত্তিকা
Earthen pitcher	মাটির কলসি
Earthen kettle	মাটির কেটলি
The freshness of the soil	মাটির তাজা ভাব
The rhythm of the soil	মাটির তাল
Earthenware	মাটির পাত্র
Earthenware	মাটির বাসন
Pottery factory	মাটির বাসন তৈরীর কারখানা
Soil coating	মাটির লেপ
Clay pots	মাটির হাঁড়ি
Field	মাঠ
Field	মাঠা
Starch	মাড়
Threshing	মাড়াই
Strike	মাড়ান
Gums	মাড়ি
Gum teeth. Grinder teeth	মাড়ির দাঁত. পেষক দন্ত
Marua	মাড়ুয়া
Man	মাণব
Manabak	মাণবক
Man-sports	মাণবক্রীড়া
Manik	মাণিক
Wristband	মাণিবন্ধ
Mandavya	মাণ্ডব্য
Mandavya sage	মাণ্ডব্য ঋষি
Mandu	মাণ্ডু
The city of Mandu	মাণ্ডু শহর
Mandukya	মাণ্ডুক্য
Mandukya Upanishad	মাণ্ডুক্য উপনিষদ
Mandukyopanishad	মাণ্ডুক্যোপনিষদ
Mandya district	মাণ্ডয়া জেলা
Intoxicated	মাত
Matang	মাতঙ্গ
Matanga sage	মাতঙ্গ ঋষি
Matangi	মাতঙ্গী
Intoxicated	মাতলি
Mother	মাতা
Mother Mary	মাতা মেরী
Parents	মাতা-পিতা
Mataji	মাতাজী
Grandpa	মাতামহ
Drunk	মাতাল
Matul	মাতুল
Matulani	মাতুলানী
The mother cell	মাতৃ কোষিকা
Maternal debt	মাতৃঋণ
Matrika	মাতৃকা
Matrikakunda	মাতৃকাকুন্ড
The mother cell	মাতৃকোষিকা
Matritirtha	মাতৃতীর্থ
Motherhood	মাতৃত্ব
Maternal	মাতৃপালিত
Mother tongue	মাতৃভাষা
Motherland	মাতৃভূমি
Motherhood	মাতৃষ্বসা
Mateshwari	মাতেশ্বরী
Dimensions	মাত্রা
Excessive suffering	মাত্রাতিরিক্ত কষ্ট
Dimensional	মাত্রাসমক
Dimensional rhythm	মাত্রাসমক ছন্দ
Dimensional masses	মাত্রিক গণ
Dimensional Rhythm	মাত্রিক ছন্দ
Dimensional	মাত্রিক-গণ
Head	মাথা
Nodding	মাথা খাটানো
Reform of shaving the head	মাথা নেড়া করার সংস্কার
Head-turning reform	মাথা মুড়োনো সংস্কার
Dizziness	মাথা-ঘোরা
Headache	মাথাব্যাথা
Towards the head	মাথার দিকে
Head to head	মাথায় লাগানোর মাথা
Matheran	মাথেরান
Drugs	মাদক
Drugs	মাদক দ্রব্য
Addicted to drugs	মাদকাসক্ত
Madan	মাদন
Madal	মাদল
The female	মাদা
Madagascar	মাদাগাস্কার
Republic of Madagascar	মাদাগাস্কার গণরাজ্য
Madagascar	মাদাগাস্কারবাসী
Madagascar	মাদাগাস্কারি
Motherfucker	মাদারগদা
Motherboard	মাদারবোর্ড
Motherhood	মাদারি
Madari	মাদারী
Female rats	মাদি ইঁদুর
Female camel	মাদি উট
Madi Chakor	মাদি চকোর
Female parrot	মাদি তোতা
The female bird	মাদি পাখি
The female fox	মাদি শিয়াল
Female snake	মাদি সাপ
Madikeri	মাদিকেরি
Female	মাদী
The female crow	মাদী কাক
Female dog	মাদী কুকুর
Female mule	মাদী খচ্চর
Female dove	মাদী ঘুঘু
Female genitalia	মাদী জননাঙ্গ
Madi river	মাদী নদী
Female tiger	মাদী বাঘ
The female bear	মাদী ভাল্লুক
The female fox	মাদী শিয়াল
Mat	মাদুর
Madravati	মাদ্রবতী
Madras	মাদ্রাস
Madrasa	মাদ্রাসা
Madrasi	মাদ্রাসী
Madrid	মাদ্রিদ
Madrid	মাদ্রী
Madhav	মাধব
Madhav is angry	মাধব রাগ
Madhavi	মাধবি
Madhavika	মাধবিকা
Madhavi	মাধবী
Madhavika	মাধবীকা
Madhavilata	মাধবীলতা
Madhi	মাধী
Madhi is angry	মাধী রাগ
Sweetness	মাধুর্য
Medium	মাধ্যম
Gravity	মাধ্যাকর্ষণ
Value	মান
Respect	মান-সম্মান
Standard	মান-সর
Maps	মানচিত্র
Maps	মানচিত্রাবলী
Criteria	মানদণ্ড
Human	মানব
Man-made objects	মানব নির্মিত বস্তু
Man-made space	মানব নির্মিত স্থান
Human love	মানব প্রেম
I say human	মানব বলি
Anthropomorphism	মানবকৃতি
Mankind	মানবজাতি
Humanity	মানবতা
Anthropology	মানববিজ্ঞান
Anthropologist	মানববিজ্ঞানী
Anthropologist	মানবশাস্ত্রী
Human rights. Human rights	মানবাধিকার. মানব অধিকার
Woman	মানবী
Humanization	মানবীকরণ
Humanity	মানবীয়তা
Observatory	মানমন্দির
Manas	মানস
Psychology	মানস শাস্ত্র
Psychology	মানস-বিজ্ঞান
Manas-sar	মানস-সর
Manas-sarovar	মানস-সরোবর
Son of Manas	মানসপুত্র
Mansarovar	মানসরোবর
Psychology	মানসশাস্ত্র
Mansa	মানসা
Mansa district	মানসা জেলা
Mansa river	মানসা নদী
City of Mansa	মানসা শহর
Mental state	মানসিক অবস্থা
Mental instability	মানসিক অস্থিরতা
Mental discomfort	মানসিক অস্বস্তি
The mental process	মানসিক প্রক্রিয়া
Test of mental development	মানসিক বিকাশের পরীক্ষা
Emotions	মানসিক ভাব
Emotional yoga	মানসিক যোগ
Emotional anger	মানসিক রাগ
Mentally ill	মানসিক রোগগ্রস্ত
Swan	মানহংস
Defamation	মানহানি
Managua	মানাগুয়া
Standard	মানাপমান
Manal	মানাল
Manali	মানালী
Money order	মানি অর্ডার
Money order	মানিঅর্ডার
Manik-jor	মানিক-জোর
Monitor	মানিটার
People	মানুষ
The ability to recognize people	মানুষ চেনার ক্ষমতা
Human or beef	মানুষ বা গরুর মাংস
Go pull people	মানুষে টানা যান
I mean books	মানে বই
Mand	মান্ড
Mantric	মান্ত্রিক
Mantric Upanishads	মান্ত্রিক উপনিষদ
Mantrikopanishad	মান্ত্রিকোপনিষদ
Blindness	মান্ধাতা
Manna	মান্না
Obedience	মান্যতা
Size	মাপ
Gauge	মাপক
Mapjok	মাপজোক
Measured	মাপা
Measuring tape	মাপার ফিতে
Maputo	মাপুটো
I'm sorry	মাফ
Muffler	মাফলার
Mafidar	মাফিদার
Mafia	মাফিয়া
Mamri	মামরী
Lawsuit	মামলা
Case documents	মামলা সংক্রান্ত নথিপত্র
Litigant	মামলাবাজ
Litigation	মামলাবাজী
Mama	মামা
Cousin	মামাত ভাই
Cousin	মামাতো বোন
Cousin	মামাতো ভগিনী
Mamarbari	মামারবাড়ি
Auntie	মামী
Mamola	মামোলা
Beat	মার
Beat-cut	মার-কাট
Beatings	মার-পিট
Mercury lights	মারকারি লাইট
Markin	মারকিন
Mercury	মারক্যুরি
Margaon	মারগাঁও
Margaon town	মারগাঁও শহর
Kill	মারণ
Mardanga	মারদাঙ্গা
Beatings	মারধর
To beat	মারধোর করা
Violence	মারপিট
Through	মারফত
Marble cut	মারমার কাটকাট
Marsa	মারসা
Marsa Gauri is angry	মারসা গৌরী রাগ
To die	মারা
Killing	মারা-মারি
Marathi language	মারাঠি ভাষা
Marathi woman	মারাঠি মহিলা
Marathi	মারাঠী
Fights	মারামারি
Marich	মারিচ
Marijuana	মারিজুয়ানা
Marina	মারীনা
Marut	মারুত
Marutatmaj	মারুতাত্মজ
Marwar	মারোয়াড়
Marwari	মারোয়াড়ী
Marwari horse	মারোয়াড়ী ঘোড়া
Mark	মার্ক
Markandeya	মার্কণ্ডেয়
Markandeya sage	মার্কণ্ডেয় ঋষি
Markandeya Purana	মার্কন্ডেয় পুরাণ
Markandeya Purana	মার্কন্ডেয়পুরাণ
Marksheet	মার্কশীট
Marker	মার্কার
Marking	মার্কিং
Market	মার্কেট
Marco Polo	মার্কোপোলো
Marca	মার্ক্কা
Marg	মার্গ
Marg philosophy	মার্গ দর্শন
Guide	মার্গ প্রদর্শক
Guides	মার্গ-দর্শক
Guidance	মার্গ-দর্শন
Guide	মার্গদর্শক
Guidance	মার্গদর্শন
March	মার্চ
Rubbing	মার্জন
Rub	মার্জন করা
Forgiveness	মার্জনা
Marger	মার্জার
Margaritori	মার্জারীটোড়ী
Marjal	মার্জালীয়
Marjal sage	মার্জালীয় ঋষি
Margin	মার্জিন
Martin Luther	মার্টিন লুথার
Martin Luther King	মার্টিন লুথার কিং
Martikabat	মার্তিকাবত
Through	মার্ফত
Marble	মার্বেল
Marble stone statues	মার্বেল পাথরের মূর্তি
Mercy Killing	মার্সি কিলিং
Goods	মাল
Wages for carrying goods	মাল বওয়ার মজুরী
Freighter	মাল বহনকারী
The goods that lift	মাল যে উঠিয়ে দেয়
Luggage compartment	মাল রাখার জায়গা
Goods	মাল-পত্র
Malkangiri	মালকানগিরি
Malkin	মালকিন
Malkosh	মালকোষ
Malkosh rage	মালকোষ রাগ
Wagon	মালগাড়ি
Malgasy Republic	মালগাসী গণরাজ্য
Malgurjari	মালগুর্জরী
Republic of Moldova	মালডোবা গণরাজ্য
Malti	মালতী
Maltitori	মালতীটোড়ী
Malda district	মালদহ জেলা
Malda	মালদা
Malda Mango	মালদা আম
Malda District	মালদা জেলা
Wealthy	মালদার
Maldives	মালদিভ
Maldives	মালদিভি
The language of the Maldives	মালদ্বীপের ভাষা
Accessories	মালপত্র
Malpoa	মালপোয়া
Malappuram	মালপ্পুরম
Malappuram district	মালপ্পুরম জেলা
Malappuram city	মালপ্পুরম শহর
Malab	মালব
Malab is angry	মালব রাগ
