 Stranger	 अजनबी
Active fire	सक्रिय आग्नेयगिरि
Active Volcanic Mountains	सक्रिय ज्वालामुखी पर्वत
Active volcanic mountains	सक्रिय ज्वालामुखी पहाड़
Active volcanic mountain	सक्रिय ज्वालामुखी-पर्वत
Active army	सक्रिय सेना
Activity	सक्रियता
Sakhar	सखर
Hot heat	सख़्त गरमी
Hot heat	सख़्त गर्मी
Hard work	सख़्त मेहनत
Strictness	सख़्ती
Male friend	सखा
Credit card	सखा भाव
Friend	सखी
Tough	सखुआ
Sakhun Pillow	सखुन तकिया
Pillowcase	सखुन-तकिया
Strict	सखुनतकिया
Hot heat	सख्त गरमी
Hard heat	सख्त गर्मी
Hard work	सख्त मेहनत
Strictness	सख्ती
Right-hearted	सगजुबान
Turban	सगड़ी
Sagan	सगण
Conviction	सगनौती
Consent	सगपहता
Conscience	सगपहिती
Vegetable	सगपिस्ताँ
Gift	सगभत्ता
Sagar	सगर
Sgrabha	सगर्भा
Brother	सगा भाई
Engagement	सगाई
real sister	सगी बहन
Real sister	सगी बहिन
Saguna brahma	सगुण ब्रह्म
Sagun	सगुन
Sagunia	सगुनिया
Sagunauti	सगुनौती
Real siblings	सगे भाई बहन
Relatives	सगे संबंधी
Relative	सगे-संबंधी
Sagotri	सगोत्री
Endogamous	सगोत्रीय
The sag	सग्गड़
Dense forest	सघन वन
Density	सघनता
Sonkar	सङ्कर
White caste	सङ्कर जाति
Golden melody	सङ्कर राग
Sankara-raga	सङ्कर-राग
Shirarag	सङ्करराग
Carved	सङ्कीर्ण
Narrow melody	सङ्कीर्ण राग
Narrow head	सङ्कीर्णराग
Completely	सङ्कुल
Saket	सङ्केत
Pockets	सङ्केत स्थल
Infection	सङ्क्रमण
Transition time	सङ्क्रमण काल
Solstice	सङ्क्रान्त
Revolution	सङ्क्रान्ति
Company	सङ्गम
Accession	सङ्ग्रहण
Struggle	सङ्घात
truth	सच
Truth	सचाई
Secretary	सचिव
Secretariat	सचिवालय
Honesty	सच्चरितता
Truthfulness	सच्चरित्रता
true	सच्चा
truth	सच्चाई
Truthfulness	सच्चापन
Sachchidanand	सच्चिदानंद
Sachchidanand	सच्चिदानन्द
true storry	सच्ची कहानी
Ready	सज-धज
Prostrate	सजदा
Finery	सजधज
Dress up	सजना
Dress up	सजना सँवरना
Dress up	सजना-धजना
Dress up	सजना-सँवरना
Dress up	सजना-सवँरना
Sajania	सजनिया
Sajni	सजनी
Punishment	सज़ा
punisment	सजा
Death sentence	सजा ए मौत
Death sentence	सजा-ए-मौत
Death sentence	सजाए मौत
Conviction	सजाति
To decorate	सजाना
Decoration	सजाव
Decoration yogurt	सजाव दही
Decoration	सजावट
Decorative	सजावटी
Decorative item	सजावटी वस्तु
Decorator	सजावतकर्त्ता
Bijouterie	सजीलापन
Live	सजीव
Living world	सजीव जगत
Liveliness	सजीवता
Beauty	सजुता
Sjuri	सजूरी
gentleman	सज्जन
Gentleness	सज्जनता
Decoration	सज्जा
Decoration material	सज्जा सामग्री
Decorator	सज्जाकार
Gentleman	सज्जी
Gentle alkali	सज्जी क्षार
Gentleman khar	सज्जी खार
The gentleman	सज्जीक्षार
Gentleman	सज्जीखार
Gentlemanhood	सज्जीबूटी
Decipherment	सझनी
Sankhyan	सञ्चयन
Communication	सञ्चरण
Communication	सञ्चार
Communicator	सञ्चारी
Communicative gesture	सञ्चारी भाव
Sanjay	सञ्जय
Sanjeev	सञ्जीव
Sanjeev hell	सञ्जीव नरक
Synthetic	सञ्जीवक
Life	सञ्जीवन
Life hell	सञ्जीवन नरक
Sanjeevani	सञ्जीवनी
Sanjivani herb	सञ्जीवनी बूटी
Sanjeevnibuti	सञ्जीवनीबूटी
Stye	सटई
Stuck	सटक
Adjacent	सटा
Satank	सटांक
Stuff	सटाई
Stall	सटाल
Sati	सटि
Bookmaker	सटोरिया
Speculative	सट्टा
Betting	सट्टाबाज़ी
Betting	सट्टाबाजी
Satti	सट्टी
Bookie	सट्टेबाज
Bookie	सट्टेबाज़
Betting	सट्टेबाज़ी
Betting	सट्टेबाजी
Sixty	सठ
Hard-heartedness	सठियापन
Sathora	सठोरा
road	सड़क
Street food	सड़क का खाना
Roadway	सड़क मार्ग
Rot	सड़न
Rot	सड़ना
Sixty seven	सड़सठ
The rot	सड़सा
Rot	सड़सी
Rotten	सड़ा
Rot	सड़ान
Rot	सड़ायँध
Rot	सड़ाव
The truth	सत
Satkhasamy	सतखसमी
Satkhasamy	सतख़समी
Satguna	सतगुना
Satguru	सतगुरु
Satgotiya	सतगोटिया
Satjeet	सतजीत
Satjug	सतजुग
Satjvar	सतज्वर
Continuous practice	सतत अभ्यास
Sustained effort	सतत प्रयत्न
Continuity	सततता
Satanja	सतनजा
Satnam	सतनाम
Satni	सतनी
Satni tree	सतनी वृक्ष
Satpatia	सतपतिया
Satpura	सतपुड़ा
Satputia	सतपुतिया
Satpuria	सतपुरिया
Satfera	सतफेरा
Satbarava	सतबरवा
Satbahni	सतबहनी
Satbahini	सतबहिनी
Satbhaiya	सतभइया
Satbhaiya	सतभैया
Satmi	सतमी
The golden age	सतयुग
Seventy	सतर
Seventeen	सतरह
Seventeenth	सतरहवाँ
Seventeenth	सतरहवीं
Alertness	सतर्कता
Sutlej	सतलज
Sutlej River	सतलज नदी
Sutaldi	सतलड़ी
Sutlej	सतलुज
Sutlej River	सतलुज नदी
Satvan	सतवन
Satsang	सतसंग
Genuine	सतसंगत
Satsangi	सतसंगी
Satsai	सतसई
Surface	सतह
Surface aerial missile	सतह-वायुमारक प्रक्षेपास्त्र
Seventy seven	सतहत्तर
Superficiality	सतहीपन
Twenty seven	सताईस
Twenty seven	सताईसवाँ
Twenty seven	सताईसवीं
Satanand	सतानंद
Satanand	सतानन्द
Ninety seven	सतानबे
Ninety seven	सतानवे
Satara	सतारा
Satara district	सतारा ज़िला
Satara District	सतारा जिला
City of satara	सतारा शहर
Sataruk	सतारुक
Sataru	सतारू
